t_ms,red,ir,stm_glucose,stm_status,stm_sqi
34880,78669,109336,,,
34890,78709,109420,,,
34900,78793,109458,,,
34910,78858,109564,,,
34920,78919,109663,,,
34930,78994,109734,,,
34940,79082,109856,,,
34950,79152,109928,,,
34960,79224,110049,,,
34970,79300,110103,,,
34980,79368,110209,,,
34990,79414,110284,,,
35000,79226,110048,,,
35010,79207,110004,,,
35020,79177,109994,,,
35030,79168,109962,,,
35040,79140,109951,,,
35050,79144,109942,,,
35060,79136,109925,,,
35070,79114,109899,,,
35080,79101,109925,,,
35090,79130,109902,,,
35100,79136,109922,,,
35110,79119,109888,,,
35120,79127,109913,,,
35130,79127,109906,,,
35140,79148,109924,,,
35150,79122,109938,,,
35160,79146,109935,,,
35170,79143,109936,,,
35180,79160,109927,,,
35190,79131,109906,,,
35200,79118,109913,,,
35210,79101,109884,,,
35220,79063,109831,,,
35230,79064,109814,,,
35240,78998,109792,,,
35250,78966,109754,,,
35260,78943,109717,,,
35270,78941,109681,,,
35280,78904,109624,,,
35290,78893,109615,,,
35300,78887,109598,,,
35310,78841,109549,,,
35320,78843,109536,,,
35330,78819,109524,,,
35340,78845,109554,,,
35350,78860,109550,,,
35360,78913,109646,,,
35370,78972,109711,,,
35380,79039,109790,,,
35390,79143,109916,,,
35400,79246,110045,,,
35410,79358,110212,,,
35420,79493,110377,,,
35430,79657,110562,,,
35440,79783,110744,,,
35450,79915,110896,,,
35460,80048,111046,,,
35470,80153,111178,,,
35480,80199,111271,,,
35490,80302,111336,,,
35500,80280,111347,,,
35510,80263,111333,,,
35520,80252,111299,,,
35530,80210,111251,,,
35540,80148,111179,,,
35550,80079,111112,,,
35560,79988,111013,,,
35570,79925,110921,,,
35580,79861,110833,,,
35590,79784,110755,,,
35600,79714,110674,,,
35610,79691,110629,,,
35620,79643,110541,,,
35630,79595,110505,,,
35640,79557,110418,,,
35650,79485,110369,,,
35660,79408,110265,,,
35670,79339,110185,,,
35680,79255,110083,,,
35690,79163,109976,,,
35700,79088,109848,,,
35710,79003,109737,,,
35720,78902,109630,,,
35730,78816,109551,,,
35740,78754,109439,,,
35750,78697,109364,,,
35760,78616,109271,,,
35770,78576,109229,,,
35780,78524,109164,,,
35790,78481,109112,,,
35800,78478,109090,,,
35810,78473,109053,,,
35820,78468,109068,,,
35830,78463,109081,,,
35840,78493,109119,,,
35850,78525,109157,,,
35860,78545,109191,,,
35870,78612,109292,,,
35880,78644,109314,,,
35890,78738,109390,,,
35900,78772,109485,,,
35910,78856,109576,,,
35920,78934,109646,,,
35930,78994,109767,,,
35940,79076,109829,,,
35950,79173,109946,,,
35960,79230,110031,,,
35970,79300,110126,,,
35980,79357,110215,,,
35990,79422,110287,,,
36000,79229,110049,,,
36010,79204,110033,,,
36020,79185,110008,,,
36030,79159,109982,,,
36040,79147,109940,,,
36050,79138,109923,,,
36060,79125,109899,,,
36070,79104,109913,,,
36080,79122,109900,,,
36090,79135,109910,,,
36100,79133,109911,,,
36110,79143,109923,,,
36120,79130,109920,,,
36130,79144,109941,,,
36140,79127,109931,,,
36150,79145,109923,,,
36160,79135,109934,,,
36170,79122,109935,,,
36180,79152,109901,,,
36190,79133,109919,,,
36200,79139,109903,,,
36210,79107,109857,,,
36220,79073,109841,,,
36230,79025,109817,,,
36240,79037,109773,,,
36250,78986,109756,,,
36260,78957,109708,,,
36270,78934,109687,,,
36280,78928,109632,,,
36290,78896,109623,,,
36300,78864,109593,,,
36310,78851,109542,,,
36320,78810,109534,,,
36330,78824,109543,,,
36340,78833,109536,,,
36350,78863,109549,,,
36360,78894,109643,,,
36370,78964,109688,,,
36380,79025,109791,,,
36390,79120,109932,,,
36400,79243,110064,,,
36410,79354,110227,,,
36420,79505,110375,,,
36430,79651,110533,,,
36440,79814,110739,,,
36450,79927,110902,,,
36460,80042,111039,,,
36470,80132,111187,,,
36480,80204,111267,,,
36490,80277,111333,,,
36500,80276,111363,,,
36510,80282,111339,,,
36520,80244,111311,,,
36530,80214,111235,,,
36540,80164,111190,,,
36550,80091,111099,,,
36560,80000,111006,,,
36570,79909,110905,,,
36580,79854,110838,,,
36590,79783,110733,,,
36600,79712,110698,,,
36610,79673,110622,,,
36620,79667,110537,,,
36630,79599,110497,,,
36640,79542,110407,,,
36650,79482,110350,,,
36660,79416,110283,,,
36670,79354,110177,,,
36680,79268,110066,,,
36690,79183,109960,,,
36700,79084,109824,,,
36710,79022,109740,,,
36720,78894,109626,,,
36730,78850,109533,,,
36740,78756,109433,,,
36750,78679,109358,,,
36760,78618,109260,,,
36770,78561,109216,,,
36780,78533,109167,,,
36790,78494,109132,,,
36800,78484,109109,,,
36810,78470,109069,,,
36820,78486,109071,,,
36830,78487,109098,,,
36840,78491,109121,,,
36850,78531,109139,,,
36860,78565,109209,,,
36870,78620,109247,,,
36880,78674,109334,,,
36890,78721,109423,,,
36900,78767,109477,,,
36910,78837,109582,,,
36920,78914,109669,,,
36930,78995,109753,,,
36940,79072,109833,,,
36950,79137,109941,,,
36960,79218,110014,,,
36970,79313,110136,,,
36980,79366,110226,,,
36990,79413,110280,,,
37000,79240,110064,,,
37010,79212,109999,,,
37020,79192,109983,,,
37030,79190,109976,,,
37040,79159,109944,,,
37050,79141,109935,,,
37060,79132,109904,,,
37070,79114,109912,,,
37080,79111,109912,,,
37090,79116,109899,,,
37100,79128,109904,,,
37110,79101,109909,,,
37120,79151,109921,,,
37130,79134,109908,,,
37140,79151,109884,,,
37150,79155,109915,,,
37160,79132,109944,,,
37170,79141,109920,,,
37180,79142,109924,,,
37190,79123,109909,,,
37200,79128,109888,,,
37210,79091,109873,,,
37220,79072,109854,,,
37230,79058,109799,,,
37240,79017,109780,,,
37250,78984,109751,,,
37260,78953,109691,,,
37270,78929,109675,,,
37280,78915,109626,,,
37290,78858,109604,,,
37300,78876,109588,,,
37310,78830,109539,,,
37320,78819,109541,,,
37330,78830,109541,,,
37340,78845,109539,,,
37350,78853,109564,,,
37360,78908,109614,,,
37370,78958,109714,,,
37380,79021,109788,,,
37390,79122,109916,,,
37400,79264,110055,,,
37410,79380,110217,,,
37420,79519,110387,,,
37430,79649,110525,,,
37440,79789,110718,,,
37450,79935,110898,,,
37460,80036,111051,,,
37470,80138,111203,,,
37480,80226,111256,,,
37490,80255,111330,,,
37500,80278,111356,,,
37510,80306,111342,,,
37520,80264,111322,,,
37530,80185,111265,,,
37540,80146,111186,,,
37550,80073,111092,,,
37560,80004,111011,,,
37570,79950,110927,,,
37580,79874,110811,,,
37590,79793,110760,,,
37600,79767,110671,,,
37610,79678,110605,,,
37620,79647,110556,,,
37630,79609,110500,,,
37640,79541,110452,,,
37650,79482,110366,,,
37660,79427,110261,,,
37670,79365,110173,,,
37680,79276,110082,,,
37690,79152,109983,,,
37700,79088,109849,,,
37710,78992,109757,,,
37720,78904,109637,,,
37730,78802,109499,,,
37740,78748,109449,,,
37750,78701,109343,,,
37760,78604,109268,,,
37770,78554,109220,,,
37780,78516,109166,,,
37790,78486,109111,,,
37800,78477,109083,,,
37810,78452,109078,,,
37820,78447,109072,,,
37830,78473,109102,,,
37840,78484,109130,,,
37850,78514,109155,,,
37860,78551,109187,,,
37870,78599,109251,,,
37880,78652,109317,,,
37890,78737,109402,,,
37900,78778,109486,,,
37910,78857,109542,,,
37920,78937,109659,,,
37930,79026,109745,,,
37940,79093,109836,,,
37950,79151,109947,,,
37960,79229,110019,,,
37970,79292,110107,,,
37980,79368,110187,,,
37990,79434,110285,,,
38000,79241,110034,,,
38010,79208,110007,,,
38020,79185,110004,,,
38030,79199,109952,,,
38040,79188,109948,,,
38050,79142,109933,,,
38060,79116,109899,,,
38070,79106,109892,,,
38080,79107,109900,,,
38090,79142,109893,,,
38100,79124,109919,,,
38110,79125,109907,,,
38120,79129,109907,,,
38130,79112,109927,,,
38140,79118,109934,,,
38150,79136,109917,,,
38160,79129,109928,,,
38170,79167,109921,,,
38180,79117,109908,,,
38190,79126,109910,,,
38200,79105,109893,,,
38210,79084,109867,,,
38220,79078,109830,,,
38230,79047,109822,,,
38240,79027,109778,,,
38250,78999,109736,,,
38260,78966,109707,,,
38270,78967,109678,,,
38280,78910,109631,,,
38290,78878,109623,,,
38300,78850,109594,,,
38310,78835,109551,,,
38320,78812,109547,,,
38330,78822,109535,,,
38340,78833,109538,,,
38350,78877,109560,,,
38360,78906,109623,,,
38370,78943,109709,,,
38380,79035,109801,,,
38390,79131,109915,,,
38400,79232,110043,,,
38410,79356,110197,,,
38420,79513,110378,,,
38430,79639,110558,,,
38440,79780,110734,,,
38450,79934,110900,,,
38460,80031,111051,,,
38470,80129,111177,,,
38480,80232,111288,,,
38490,80273,111337,,,
38500,80289,111367,,,
38510,80297,111364,,,
38520,80272,111328,,,
38530,80216,111234,,,
38540,80135,111165,,,
38550,80061,111098,,,
38560,79991,110999,,,
38570,79934,110915,,,
38580,79862,110806,,,
38590,79789,110753,,,
38600,79760,110683,,,
38610,79694,110596,,,
38620,79651,110555,,,
38630,79583,110503,,,
38640,79539,110429,,,
38650,79483,110384,,,
38660,79409,110273,,,
38670,79354,110186,,,
38680,79251,110065,,,
38690,79178,109956,,,
38700,79067,109844,,,
38710,78985,109739,,,
38720,78923,109641,,,
38730,78825,109526,,,
38740,78751,109423,,,
38750,78678,109363,,,
38760,78630,109272,,,
38770,78582,109227,,,
38780,78512,109152,,,
38790,78488,109120,,,
38800,78468,109113,,,
38810,78461,109070,,,
38820,78479,109081,,,
38830,78494,109083,,,
38840,78496,109116,,,
38850,78532,109144,,,
38860,78548,109174,,,
38870,78620,109280,,,
38880,78660,109348,,,
38890,78724,109395,,,
38900,78798,109485,,,
38910,78850,109565,,,
38920,78936,109664,,,
38930,78988,109764,,,
38940,79078,109831,,,
38950,79136,109933,,,
38960,79237,110020,,,
38970,79294,110124,,,
38980,79359,110193,,,
38990,79397,110267,,,
39000,79239,110049,,,
39010,79229,110036,,,
39020,79180,110000,,,
39030,79181,109974,,,
39040,79169,109956,,,
39050,79134,109926,,,
39060,79114,109892,,,
39070,79124,109914,,,
39080,79147,109904,,,
39090,79114,109911,,,
39100,79104,109907,,,
39110,79133,109909,,,
39120,79140,109901,,,
39130,79143,109894,,,
39140,79145,109935,,,
39150,79130,109904,,,
39160,79127,109922,,,
39170,79146,109949,,,
39180,79136,109920,,,
39190,79124,109915,,,
39200,79140,109918,,,
39210,79095,109882,,,
39220,79084,109825,,,
39230,79047,109808,,,
39240,79019,109769,,,
39250,78985,109743,,,
39260,78957,109695,,,
39270,78942,109681,,,
39280,78912,109629,,,
39290,78893,109612,,,
39300,78867,109586,,,
39310,78845,109556,,,
39320,78846,109540,,,
39330,78841,109554,,,
39340,78841,109545,,,
39350,78856,109565,,,
39360,78900,109589,,,
39370,78982,109670,,,
39380,79043,109811,,,
39390,79161,109907,,,
39400,79249,110054,,,
39410,79363,110211,,,
39420,79514,110388,,,
39430,79651,110559,,,
39440,79781,110715,,,
39450,79912,110915,,,
39460,80027,111035,,,
39470,80154,111182,,,
39480,80238,111271,,,
39490,80278,111326,,,
39500,80271,111360,,,
39510,80284,111348,,,
39520,80241,111316,,,
39530,80200,111260,,,
39540,80161,111190,,,
39550,80084,111087,,,
39560,80023,111001,,,
39570,79922,110918,,,
39580,79862,110836,,,
39590,79824,110734,,,
39600,79735,110679,,,
39610,79683,110619,,,
39620,79658,110563,,,
39630,79605,110487,,,
39640,79550,110428,,,
39650,79473,110357,,,
39660,79434,110282,,,
39670,79346,110190,,,
39680,79267,110069,,,
39690,79157,109970,,,
39700,79089,109866,,,
39710,79006,109761,,,
39720,78898,109648,,,
39730,78822,109531,,,
39740,78762,109430,,,
39750,78665,109332,,,
39760,78625,109266,,,
39770,78560,109212,,,
39780,78534,109153,,,
39790,78486,109103,,,
39800,78456,109088,,,
39810,78457,109069,,,
39820,78471,109105,,,
39830,78465,109105,,,
39840,78491,109121,,,
39850,78524,109151,,,
39860,78575,109211,,,
39870,78598,109268,,,
39880,78640,109326,,,
39890,78731,109401,,,
39900,78765,109468,,,
39910,78845,109550,,,
39920,78911,109662,,,
39930,78999,109750,,,
39940,79086,109830,,,
39950,79160,109931,,,
39960,79209,110031,,,
39970,79311,110131,,,
39980,79367,110211,,,
39990,79433,110279,,,
